수집날짜,뉴스 보도 날짜,수집국가,제목,내용,링크,언론사,번역완료,카테고리
2025-12-19 17:33:57,2025-12-19T08:00:00+09:00,ja,"재해 입은 와지마 칠기, 예술대생이 '생명' 불어넣다... 도쿄에서 전시회","[보도자료]

도쿄 예술대생들이 노토 반도 지진으로 무너진 가옥에서 수습된 '와지마 칠기'를 '작품'으로 재탄생시킨 '이어지는 형태전'이 도쿄도 다이토구의 게이다이 아트 플라자에서 열리고 있습니다. 21일까지 진행됩니다. 수리가 불가능한 쟁반이나 그릇에 손을 더해 새로운 매력을 발신하고, 현지의 문화와 전통을 미래로 잇고자 합니다.

전시장에서 눈길을 끄는 것은 빨간색 6면 입체 퍼즐입니다. 부서진 쟁반 몇 개를 잘라 합쳐 만든 오브제인데, 자세히 보면 각 칸의 색감이 미묘하게 다릅니다. 와지마 칠기는 만든 장인이나 제조 시기에 따라 개성이 다르기 때문입니다.

이 외에도 깨진 그릇 등을 납이나 램프 등으로 장식해 완성한 작품 등 총 6점이 전시되어 있습니다.

이번 전시회는 도쿄 예술대 미술연구과 디자인 전공 야나이 미치히코 연구실 소속 대학원생 및 학생들이 제작했습니다. 소재를 제공한 사람은 이시카와현 노토마치에서 민박을 운영하는 벤자민 플랫 씨(60)와 후나시타 치카코 씨(55) 부부입니다. 16일 전시장을 방문했을 때 ""상상도 못 했던 작품으로 다시 태어나 매우 흥미롭다""며 기뻐했습니다.

""보관 장소가 없다"" 폐기되는 상황에…

부부도 지진 피해를 입었지만, 지역 주민들이 대대로 소중히 여겨온 와지마 칠기가 ""보관 장소가 없다""며 폐기되는 상황에 안타까움을 느껴 맡아서 세척한 후 다른 사람에게 맡기는 활동을 시작했습니다. 지금까지 다룬 것은 3천 세트 이상이며, 흠집이 있어도 수리가 가능하다면 현대적으로 어레인지하는 것을 포함해 장인에게 연결해 주기도 합니다. 다만 수리가 불가능한 것에 어려움을 겪고 있던 차에, 노토 부흥에 열심인 가수 이시카와 사유리 씨를 통해 야나이 연구실과 연결되었습니다.

와지마 칠기는 100공정 이상을 거쳐 완성되는 고급 칠기입니다. 견고하고 아름다워 노토 반도에서는 관혼상제에 사용되며, 각 가정에서 소중히 보관해 왔습니다. 플랫 씨 부부의 숙소에서는 노토의 발효 기술을 도입한 이탈리아 요리를 제공합니다. 후나시타 씨는 ""식문화의 중심은 와지마 칠기입니다. 작품을 계기로, 부흥의 진척 상황과 사람들의 힘찬 발걸음에 관심을 가져주시고, 꼭 방문해 주셨으면 합니다""라고 말합니다.

전시회는 오전 10시부터 오후 6시까지입니다. 부부가 지진 후에 설립한 일반사단법인 '노토 지진 지역 부흥 서포트(노토 서포)'는 와지마 칠기 세트를 노토 반도 거주자에게는 무상으로, 그 외의 사람에게는 1세트 2만 엔에 양도하고 있습니다. 자세한 내용은 웹사이트(https://notosupport.sakura.ne.jp/)에서 확인할 수 있습니다.",http://www.asahi.com/articles/ASTDL3G2TTDLUCVL010M.html?ref=rss,아사히 신문,True,Others
2025-12-19 17:33:59,2025-12-19T07:00:00+09:00,ja,"25년 패션계는 '인사 이동'의 해, 일본 기업도 존재감 드러내","2025년 패션계는 주요 메종에서 디자이너 교체가 잇따른 '인사 이동'의 해였다. 한편, 일본은 젊은 디자이너들이 세계적으로 도약하고, 베테랑도 존재감을 드러낸 해가 되었다.

""중산층의 의지와 긍지"" 세계적인 등용문 제패한 복식 디자이너의 원동력

초부유층을 확보하라 백화점, 브랜드의 전략 고액화의 끝은 어디인가

""부숴버리고, 엉망진창으로"" 드레스, 가와쿠보 레이의 불안과 갈등의 덩어리

미나 페르호넨이 잇는 소중한 가치관 ""100년 이어지는 브랜드로""

""입어보고 싶다""는 일념으로 시작, 토모 코이즈미 첫 웨딩드레스

전대 시리즈를 방송 종료한 이유, 토에이 임원이 밝히는 배경과 다음 도전

타워맨션이 재해를 입으면? 대비는? 수도 직하 지진 시 피해 예상에 포함되지 않아

고속도로 입구에 ""오른쪽으로 진행!"" 거대 간판, 역주행 사고 현장, 대책 완료

전원 꺼진 ""생명줄"", 문 손잡이가 빠져, 부부 사망한 고급 사우나에서 무슨 일이

그녀의 부모님께 인사 3일 후, 곰에게 습격당해 사망, 남성의 부모님이 밝히다

""찢어진 눈"" 논란의 배경은, 핀란드 식자가 말하는 ""거짓된 호인상""

""찢어진 눈"" 논란의 배경은, 핀란드 식자가 말하는 ""거짓된 호인상""

핀란드 총리, 일본어로 사과 ""찢어진 눈"" 논란에 ""진심으로 사죄""

""검은 마쓰다"", ""굳이 팔지 않는다"", 줄어드는 신차 판매, 재기를 거는 업계

핀란드, 미인대회 참가자와 국회의원 찢어진 눈 게시물, 반복되는 아시아인 차별

관저 간부 ""일본은 핵무기 보유해야"", 정권 내 논의는 ""없다""고 설명

인양 시 성폭력을 고발, 영화 ""구로카와의 여자들"" 감독에게 여성 문화상

""기후 변화는 인권 문제"", 450명이 국가를 고소 ""대책 의무 위반""

관저 간부 ""일본은 핵무기 보유해야"", 정권 내 논의는 ""없다""고 설명

전원 꺼진 ""생명줄"", 문 손잡이가 빠져, 부부 사망한 고급 사우나에서 무슨 일이",http://www.asahi.com/articles/ASTDJ235TTDJUCVL028M.html?ref=rss,아사히 신문,True,Others
2025-12-19 17:34:00,2025-12-19T11:01:55+09:00,ja,"국제 우수 연구 대학에 도쿄 과학대와 교토대 선정, '유력'했던 도쿄대는 왜 계속 심사 대상인가","[보도자료]

문부과학성은 19일, 세계 최고 수준의 연구력을 목표로 하는 '국제탁월연구대학' 2기 공모 결과, 새롭게 도쿄과학대를 선정한다고 발표했다. 도호쿠대에 이어 두 번째 인증이며, 교토대도 후보로 내정되었다. 반면, 도쿄대는 계속 심사가 필요하다며 보류했다.

응모한 8개 대학 중, 오사카대 등 5개 학교는 탈락했다. 도쿄공업대와 도쿄의과치과대가 작년에 통합하여 설립된 도쿄과학대는 두 번째 탁월대가 된다. 2026년부터 정부의 10조 엔 규모의 대학 펀드로부터 최장 25년간 지원을 받게 된다. 첫해에는 100억 엔 정도가 될 것으로 예상된다.

올해부터 지원이 시작된 탁월대 제도는 연간 수백억 엔 규모의 대학 지원을 통해 국제 경쟁력을 강화하고, 정체가 계속되는 연구력을 끌어올리는 것을 목표로 한다.

2023년 1차 선정에서는 도호쿠대만이 후보가 되었고, 도쿄대와 교토대가 선정되지 않아 놀라움이 확산되었다.

이번 2기는 작년 12월에 공모를 시작하여, 모두 첫 회에 지원한 8개 학교가 응모했다. 국립대 전 총장 등으로 구성된 문부과학성의 전문가 회의(자문위원회)가 올해 6월부터 심사하여 ① 국제적으로 탁월한 성과를 낼 수 있는 연구력 ② 실행력 높은 사업·재무 전략 ③ 자율과 책임 있는 거버넌스(통치) 체제를 중시하여 선정했다.

이번에 선정된 과학대는 작년 10월 통합 후, 학문 영역을 넘나드는 연구 체제로의 쇄신과 대학 병원을 거점으로 한 의공 연계 강화 계획 등이 높게 평가되었다. 내정된 교토대는 대학원 등 연구 조직을 대폭 재편하는 계획이 높은 평가를 받았지만, 전학적인 비전 수립의 필요성이 제기되어 계획 수정 후 1년 이내에 정식 인증될 전망이다.

도쿄대는 공학 계열의 신학부 설치 구상 등이 '세계 최고 수준의 실현이 기대된다'고 평가되었다. 반면 의학부 조교수가 수뢰 혐의로 입건되는 등 불상사가 잇따라 대학 최고위층을 포함한 책임 체제 구축이 필수적이라고 판단했다. 최장 1년간 심사가 계속되지만, 추가 불상사가 발생하면 중단될 수도 있다고 통보했다.

탈락한 오사카대, 와세다대, 규슈대, 쓰쿠바대, 나고야대에 대해서는 '연구력 강화와 혁신 창출을 견인하는 '연구대학군'의 일익으로서 기대된다'며, 문부과학성은 탁월대 제도에 이은 새로운 대학 지원 제도를 조속히 검토할 예정이다.

탁월대 제도와 별도로, 홋카이도대와 게이오대 등 25개 대학에는 5년간 최대 55억 엔을 지원하는 '지역 중핵・특색있는 연구대학 강화 촉진 사업(통칭 J-PEAKS)'이 이미 시작되었다. 탁월대를 목표로 연속 탈락한 유력 대학이 결과적으로 지원 대상에서 제외될 우려가 있어 연구 현장에서 우려가 제기되고 있었다.

탁월대에 대해서는 최대 몇 개 학교를 인증할 방침이다. 도쿄대 등의 심사 종료 후, 3기 공모를 실시할지 판단할 예정이다.

■ 도쿄대는 계속 심사, 왜 2회나…",http://www.asahi.com/articles/ASTDL3HC6TDLUTIL02SM.html?ref=rss,아사히 신문,True,Politics
2025-12-19 17:34:01,2025-12-19T04:01:00+09:00,ja,"동일본 대지진의 지진 단층, 울퉁불퉁해도 큰 어긋남 발생… 메커니즘 규명에 한 걸음 더","[보도자료]

동일본 대지진의 진앙이 된 단층은 단층면이 잘 미끄러지지 않는 요철 구조임에도 불구하고 거대 지진을 일으켰다는 사실이 해저 굴착 조사에서 밝혀졌다. 요철이 있어도 큰 미끄러짐을 발생시키는 지질학적 조건도 밝혀져 거대한 지진과 쓰나미를 일으킨 메커니즘이 해명되고 있다.

해양연구개발기구(JAMSTEC) 등의 국제 연구팀이 발표했다. 19일자 과학 학술지 사이언스(https://doi.org/10.1126/science.ady0234 )에 게재되었다.

동일본 대지진의 지진 단층은 도호쿠 앞바다의 일본 해구에서 육지 쪽 플레이트 아래로 바다 쪽 플레이트가 침강하는 플레이트 경계면에 생겼다. 단층의 길이는 남북으로 500km에 달하며 최대 50m 미끄러졌다. 지진 규모는 관측 역사상 네 번째로 큰 규모인 매그니튜드(M) 9.0을 기록했다.

연구팀은 탐사선 '치큐'를 사용하여 2024년 9월부터 해저 굴착 조사를 시작했다. 미야기현 앞바다 약 200km 떨어진 여러 지점에서 단층 암석을 채취했다.

JAMSTEC 고치 코어 연구…",http://www.asahi.com/articles/ASTDL30ZWTDLUTFL00KM.html?ref=rss,아사히 신문,True,Tech
2025-12-19 17:34:03,2025-12-19T04:00:00+09:00,ja,"과학 학술지 '사이언스', '올해의 혁신'으로 재생에너지 선정… 석탄 발전량 추월","[보도자료]

미국 과학 잡지 사이언스는 18일, 가장 중요한 진전이 있었던 연구 및 기술에 수여하는 '올해의 획기적인 발견'으로 재생 가능 에너지를 선정했다고 발표했다. 비용 감소를 배경으로 도입이 확대되어 2025년 상반기 세계 재생 에너지 발전량이 석탄을 넘어선 점 등을 들어 ""놀라운 성장""을 하고 있다고 평가했다.

영국 싱크탱크 '엠버'에 따르면, 세계 올해 1~6월 재생 에너지 발전량은 5조 720억 킬로와트시로 석탄(4조 8960억 킬로와트시)을 처음으로 넘어섰다. 동 기간 세계 전력 수요 증가량은 태양광과 풍력 증가분만으로도 충당할 수 있다고 한다.

사이언스지는 ""중국의 강력한 산업이 원동력이 되고 있다""고 해설했다. 중국이 태양광 및 풍력 주요 부품에서 세계의 압도적인 점유율을 획득하여 가격이 하락했기 때문에 ""풍력과 태양광은 세계의 많은 지역에서 가장 저렴한 에너지가 되었다""고 밝혔다.

또한 중국의 태양광과 풍력을...",http://www.asahi.com/articles/ASTDJ454BTDJUTFL027M.html?ref=rss,아사히 신문,True,Tech
2025-12-19 17:34:04,2025-12-18T17:47:19+09:00,ja,"전 참의원 의원이었던 가타야마 도라노스케 씨가 90세로 사망, 초대 총무대신 등을 역임.","총무상과 일본유신회 공동대표를 지낸 가타야마 도라노스케 전 참의원 의원이 18일 노환으로 도쿄도 내 병원에서 별세했다. 향년 90세.

구 자치성 출신으로 소방청 차장을 끝으로 퇴직하고, 1989년 참의원 선거에서 오카야마 선거구에서 자민당 공천으로 첫 당선됐다. 5선 의원이다. 부처 재편으로 우정성, 자치성, 총무청이 통합되어 발족한 총무성의 초대 장관과 자민당 참의원 간사장 등을 역임했다.

2010년 자민당을 탈당하여 히라누마 다케오 씨 등이 창당한 '일어서라 일본'과 '태양의 당'을 거쳐, 2012년 일본유신회에 합류했다. 2015년부터 공동대표를 맡았다. 2021년 11월에 쓰러져 요양을 이어갔고, 개선을 맞이하는 2022년 7월 참의원 선거에는 출마하지 않고 임기 만료로 퇴임했다.",http://www.asahi.com/articles/ASTDL2TBPTDLUTFK035M.html?ref=rss,아사히 신문,True,Politics
2025-12-19 17:34:05,"Fri, 19 Dec 2025 16:50:00 +0900",en-US,"도쿄 과학대학, 10조 엔 기금의 두 번째 수혜 기관으로 선정","금요일 발표된 정부 패널 보고서에 따르면, 도쿄 과학대학이 일본 정부가 대학 지원을 위해 조성한 10조 엔 규모의 기금 지원을 받을 자격을 갖춘 두 번째 대학이 될 것으로 예상된다.

교육부가 구성한 전문가 패널은 보고서에서 도쿄 과학대학과 교토 대학을 국제 연구 거점 대학 후보로 추천했으며, 이러한 지원은 이 대학들에게 제공될 예정이다.

교육부 장관은 내년 3월까지인 2025 회계연도 말까지 도쿄 과학대학을 국제 연구 거점 대학으로 인증할 것으로 예상되며, 교토 대학이 그 뒤를 따를 것으로 보인다. 현재 도호쿠 대학만이 이러한 지위를 가지고 있다.",https://www.japantimes.co.jp/news/2025/12/19/japan/society/science-tokyo-international-excellence-university/,재팬 타임즈,True,Politics
2025-12-19 17:34:06,"Fri, 19 Dec 2025 16:45:00 +0900",en-US,"전통, 리믹스되다: 일본 무대에서의 1년","2025년 일본 공연 예술계에서는 장르 간 융합과 전통의 혁신이 두드러졌다.

일본의 무대는 기존의 틀에 갇히기를 거부했다. 가부키는 애니메이션 팬덤과 어울리고, 노는 테크노 비트에 맞춰 춤을 췄으며, 오페라는 세 가지 언어를 동시에 구사하고, 언더그라운드 연극은 전국 각지의 새로운 축제로 번져나갔다.

오랜 전통을 지닌 예술 형태가 처음 접하는 관객에게 구애하는가 하면, 실험적인 단체들은 접근성과 포용성의 경계를 시험하기도 하는 등, 그 해의 공연 예술계는 보존보다는 외향적이고 협력적이며, 점차 세계화되어가는 움직임으로 정의되었다.",https://www.japantimes.co.jp/culture/2025/12/19/stage/japan-theater-2025/,재팬 타임즈,True,Others
2025-12-19 17:34:07,"Fri, 19 Dec 2025 15:30:00 +0900",en-US,일본은 학교 내 스마트폰 금지를 시행할 때가 되었다.,"아이치현 도요아케시는 10월에 어린이 스마트폰 사용 시간을 하루 2시간으로 제한하는 지침을 도입했습니다. 이는 전적으로 자발적인 것으로, 강제 수단이나 미준수에 대한 처벌은 없습니다.

이와 대조적으로 헝가리는 2024년 9월에 전국적으로 스마트폰 없는 학교를 의무화했습니다. 프랑스에서는 2018년부터 15세 미만 학생들의 교내 스마트폰 사용이 금지되었습니다. 한국은 8월에 학생들에게 수업 시간 동안 스마트폰을 교사에게 제출하도록 하는 법안을 통과시켰습니다.

유네스코의 세계 교육 모니터링 팀에 따르면 전 세계적으로 79개의 교육 시스템(전 세계의 40% 해당)이 현재 학교 내 스마트폰 사용을 제한하고 있으며, 이는 불과 1년 전의 60개에서 증가한 수치입니다. 학교 내 스마트폰 사용에 대한 법률을 제정하는 다른 국가들과는 대조적으로, 일본은 워킹 그룹을 구성하고 설문 조사를 실시하는 데 그치고 있습니다.

일본이 완전히 소극적인 것은 아닙니다. 아동가족청은 2024년 11월에 이 문제에 대한 워킹 그룹을 출범시켰고, 6개월 후 정부는 정보 유통 플랫폼법을 제정하여 대규모 온라인 플랫폼(예: 소셜 미디어)의 명예훼손, 사생활 침해, 아동 착취와 같은 불법 및 유해 콘텐츠를 규제하기 위해 공급자 책임 제한법을 개정했습니다. 이는 중요한 단계입니다. 그러나 이는 문제에 대한 연구일 뿐, 해결책은 아닙니다.

지난 12월, 유럽 전역의 교육자 및 정신 건강 전문가들이 부다페스트에 모여 스마트폰 없는 학습 환경의 의미를 검토했습니다. 제가 저널 관리자로 재직 중인 Youth and Generation Studies에 지난달 발표된 회의록은 미래를 걱정하는 사회라면 누구나 경각심을 가져야 할 증거를 기록했습니다. 과도한 스마트폰 사용은 불안 및 우울증을 포함한 청소년의 정신 건강 장애 증가와 관련이 있습니다. 스마트폰 없는 정책을 시행하는 학교는 한 학기 만에 학업 성취도 및 학생 복지 측면에서 눈에 띄는 개선을 보입니다.

이 연구는 위기의 규모를 보여줍니다. 18세 미만 개인의 약 25%가 정신 질환을 앓고 있으며, 임상의들이 ""디지털 자폐증""이라고 부르는 증상이 특히 우려되는 문제로 떠오르고 있습니다. 과도한 화면 노출과 관련된 이 증상은 인지 발달을 저해하고, 불안과 우울증을 증가시키며, 성격 특성을 변화시킵니다.

임상 심리학자 멀린다 할은 회의에서 경고 라벨이 부착된 알코올 및 담배와 달리 스마트폰은 신경 손상 가능성이 있음에도 불구하고 명시적인 주의 문구가 없다고 강조했습니다. 그 메커니즘은 잘 확립되어 있습니다.

과도한 화면 시간은 약물 남용과 유사한 중독을 유발하지만, 담배나 술과 달리 눈에 보이지 않는 방식으로 사람들에게 영향을 미친다는 점에서 더욱 악랄합니다. 아이들이 매주 40~50시간을 화면 앞에서 보낼 때, 이는 비구조화된 놀이, 대면 사회적 상호 작용, 신체 활동을 포함하여 발달적으로 중요한 경험을 대체합니다... (이하 생략)",https://www.japantimes.co.jp/commentary/2025/12/19/japan/japan-should-ban-smartphones-in-schools/,재팬 타임즈,True,Politics
2025-12-19 17:34:08,"Fri, 19 Dec 2025 15:24:00 +0900",en-US,일본에서 한 쇼기 기사가 모성과 '장기'에 대한 논쟁의 포문을 열었습니다.,"후쿠마 카나는 대부분의 경력을 스포트라이트와 거리가 먼 곳에서 보냈다.

체스와 자주 비교되는 인기 있는 일본 전략 보드 게임인 쇼기는 공개적인 대결보다는 조용한 집중을 중요시하며, 여성 타이틀 6관왕인 그녀는 바로 그 점을 바탕으로 명성을 쌓았다.

그러나 지난주, 오사카 변호사 협회에서 카메라 월 앞에 앉은 후쿠마는 자신이 이끌 것이라고는 예상치 못했던 논쟁의 중심에 서게 되었다. 그것은 그녀의 삶에서 가장 개인적인 부분과 관련된 것이었다.",https://www.japantimes.co.jp/sports/2025/12/19/more-sports/shogi-women-pregnancy-rules/,재팬 타임즈,True,Others
2025-12-19 17:34:09,"Fri, 19 Dec 2025 14:49:00 +0900",en-US,"시애틀 시호크스, 연장 접전 끝에 램스에 신승하며 NFC 선두 차지","샘 다놀드와 시애틀 시호크스는 연장전에서 극적인 역전승을 거두며 로스앤젤레스 램스를 38-37로 꺾고 NFC 1번 시드 경쟁에서 라이벌을 제쳤다.

시호크스는 4쿼터에 16점 차를 극복하고 연장전에서 양 팀 모두 터치다운을 기록한 후, 다놀드는 긴장감 넘치는 2점 컨버전 시도에서 에릭 사우버트에게 패스하며 성공했다.

열광적인 팬들 앞에서 거둔 이 승리로 시애틀은 포스트시즌 진출을 확정했으며, 남은 두 번의 정규 시즌 경기에서 모두 승리한다면 시호크스(12승 3패)는 플레이오프 부전승과 홈 경기 이점을 누리게 된다.",https://www.japantimes.co.jp/sports/2025/12/19/more-sports/seahawks-rams-win/,재팬 타임즈,True,Others
2025-12-19 17:34:10,"Fri, 19 Dec 2025 13:43:00 +0900",en-US,정부 자료에 따르면 범죄 발생 건수가 3년 연속 증가한 것으로 나타났습니다.,"일본에서 보고된 범죄 건수가 2024년에 3년 연속 증가했으며, 대부분 절도와 사기였다.

금요일에 발표된 정부 백서에 따르면, 경찰은 작년에 형법상 737,679건의 범죄를 기록했는데, 이는 2023년보다 34,328건(4.9%) 증가한 수치이다. 총 범죄 건수는 코로나19 관련 규제로 사회 활동이 급격히 위축되어 범죄율이 낮아지기 전인 2019년 수준의 98.5%에 도달했다.

절도는 작년에 가장 흔한 범죄였으며, 501,507건으로 전년 대비 3.7% 증가했다. 사기는 24.6% 증가한 57,324건으로, 부분적으로는 특수 사기 수법, 즉 범죄자들이 전화나 인터넷을 사용하여 가족, 지인 또는 공무원을 사칭하여 피해자들이 돈을 넘겨주도록 유도하는 정교한 사기 행각에 의해 증가했다. 이러한 유형의 사기는 2024년에 10.5% 증가하여 21,043건이 발생했다.",https://www.japantimes.co.jp/news/2025/12/19/japan/crime-legal/japan-crime-white-paper-2025/,재팬 타임즈,True,Others
2025-12-19 17:34:10,"Fri, 19 Dec 2025 13:10:00 +0900",en-US,"도널드 트럼프 전 대통령의 환심을 사기 위해 토요타, 미국산 차량 일본 내 판매 예정","도요타 자동차는 내년에 미국에서 생산된 세 가지 모델을 일본으로 수출할 예정이며, 이는 일본 자동차 대기업이 도널드 트럼프 미국 대통령의 환심을 사기 위한 최신 행보이다.

도요타는 금요일 성명을 통해 캠리 세단, 하이랜더 스포츠 유틸리티 차량, 툰드라 픽업트럭이 2026년부터 일본에서 판매될 것이라고 밝혔다. 이 차량들은 각각 켄터키, 인디애나, 텍사스에서 생산된다.

도요타는 ""다양한 고객의 요구를 충족하는 동시에 미일 무역 관계 개선에도 기여할 수 있을 것""이라고 말했다.",https://www.japantimes.co.jp/business/2025/12/19/companies/toyota-made-in-america-vehicles/,재팬 타임즈,True,Economy
2025-12-19 17:34:11,"Fri, 19 Dec 2025 13:09:00 +0900",en-US,"도쿄 경찰, 아기 시신 훼손 혐의로 22세 여성 체포","도쿄 경찰은 29일, 도쿄도 스미다구에 있는 파견형 성매매 업소 사무실 냉동고에서 영아의 시신이 발견된 사건과 관련해 22세 여성 오바라 레이를 사체 손괴 및 유기 혐의로 체포했다.

경시청은 해당 업소 직원인 오바라 용의자가 일정한 주거지가 없다고 밝혔다. 수사 관계자에 따르면 오바라는 혐의를 인정한 것으로 알려졌다.

오바라는 경찰 조사에서 ""숨겨야 한다고 생각해서 시신을 훼손했다""며 ""아기를 가까이 두고 싶어서 냉동고에 넣었다""고 진술했다.",https://www.japantimes.co.jp/news/2025/12/19/japan/crime-legal/baby-dismembering-arrest/,재팬 타임즈,True,Others
2025-12-19 17:34:13,"Fri, 19 Dec 2025 13:01:00 +0900",en-US,"도요타 자동직기, 보유 주식 가치보다 16% 낮은 가격에 매수 제안","도요타 그룹이 지게차 제조업체를 비상장 회사로 전환하기 위해 제시한 4조 7천억 엔(300억 달러) 규모의 제안에 대해 세계에서 가장 끈질긴 행동주의 펀드 중 하나가 헐값 제안이라고 비판했다. 대상 회사의 주식 소유 현황을 자세히 살펴보면 그 이유를 알 수 있다.

블룸버그가 집계한 자료에 따르면 인수 대상인 도요타자동직기는 5조 6천억 엔 상당의 주식을 보유하고 있으며, 이는 회사 자체의 시가총액에 약간 못 미치는 수준이다. 따라서 6월의 인수 제안은 해당 주식 보유 가치보다 거의 1조 엔, 즉 16%나 낮은 금액이다.

도요타자동직기는 도요타자동차 현 회장의 증조부가 약 1세기 전에 설립한 직물 기계 제조업체이며, 현 회장은 인수를 주도하는 부동산 회사의 대표를 맡고 있다. 도요타자동직기의 역사적 중요성 외에도, 보유 자산의 대부분은 다른 그룹 계열사의 주식으로 구성되어 있어 도요타자동직기는 전략적 회사이다.",https://www.japantimes.co.jp/business/2025/12/19/companies/toyota-industries-lowball-offer/,재팬 타임즈,True,Economy
2025-12-19 17:34:14,"Fri, 19 Dec 2025 12:32:00 +0900",en-US,"일본, 핵무기 보유해야... 관계자 발언 보도","다수의 현지 언론 보도에 따르면 다카이치 사나에 총리의 안보 자문 역할을 하는 고위 정부 관리가 일본이 핵무기를 보유해야 한다는 개인적인 의견을 표명했다.

보도에 따르면 해당 관리는 정부 내에서 그 가능성에 대한 논의는 없었으며 현실적으로 달성하기 어렵다는 점을 인정했다. 교도통신, NHK, 아사히신문 등 언론들은 익명의 정부 관리가 목요일 기자들에게 한 발언이라고 보도했다.

이번 발언은 동아시아의 긴장된 안보 환경 속에서 일본에게 민감한 시기에 나왔다. 현재 도쿄와 베이징은 다카이치 총리가 대만에 대해 언급한 내용과 일본이 비상사태 시 다른 나라를 지원할 가능성에 대한 이론적 언급으로 인해 팽팽한 갈등을 겪고 있다.",https://www.japantimes.co.jp/news/2025/12/19/japan/politics/japan-nuclear-weapons-official/,재팬 타임즈,True,Politics
2025-12-19 17:34:15,"Fri, 19 Dec 2025 12:31:00 +0900",en-US,"NFL의 댈러스 카우보이스, 포브스 선정 가장 가치 있는 팀 1위","댈러스 카우보이스가 NFL 팀들이 강세를 보인 포브스의 목요일 발표에서 세계에서 가장 가치 있는 스포츠팀으로서의 위상을 유지했다.

2016년에 스페인 축구 클럽 레알 마드리드를 제치고 1위에 오른 NFL의 카우보이스는 130억 달러의 가치로 평가되었으며, 이는 작년에 비해 29% 상승한 수치라고 포브스는 밝혔다.

NBA의 골든스테이트 워리어스(110억 달러), NFL의 로스앤젤레스 램스(105억 달러)와 뉴욕 자이언츠(101억 달러), 그리고 NBA의 로스앤젤레스 레이커스(100억 달러)가 상위 5위 안에 들었다.

포브스는 NFL의 32개 팀 중 30개 팀이 상위 50위 안에 들었으며, 여기에는 NBA 팀 12개, MLB, 포뮬러 원, 라리가, 프리미어 리그 팀이 각각 2개씩 포함되었다고 밝혔다.

순위에 오른 4개의 축구 클럽(레알 마드리드, 맨체스터 유나이티드, 바르셀로나, 리버풀)은 지난 2년간 각 7개였던 것에 비해 감소했는데, 이는 잉글랜드의 맨체스터 시티, 독일의 바이에른 뮌헨, 프랑스의 파리 생제르맹이 순위에서 제외되었기 때문이다.

뉴욕 양키스(82억 달러)는 MLB 팀 중 선두를 달렸으며, 전체 10위를 차지했고, 레알 마드리드(67억 5천만 달러)는 가장 가치 있는 축구 클럽으로 20위에 올랐다.

페라리(65억 달러)는 포뮬러 원 팀 중 1위를 차지했으며, 전체 26위를 공동으로 기록했다.

포브스에 따르면 상위 50개 팀의 가치는 3,530억 달러 이상으로, 평균 71억 달러이며, 이는 2024년보다 22% 증가한 수치이고 4년 전보다 두 배 이상 증가한 수치이다.",https://www.japantimes.co.jp/sports/2025/12/19/more-sports/dallas-cowboys-top-forbes-list/,재팬 타임즈,True,Economy
2025-12-19 17:34:16,"Fri, 19 Dec 2025 12:26:00 +0900",en-US,"BOJ, 30년 만에 최고 금리 인상… 10년 만기 일본 국채 2% 돌파","일본은행은 금요일 금리를 인상하여 일본의 차입 비용을 30년 만에 최고 수준으로 끌어올렸다. 이는 높은 인플레이션, 달러 대비 엔화 약세, 실질 임금 하락이 지속되고 있기 때문이다.

수개월 동안 급격히 하락했던 일본 국채 10년물은 일본은행 발표 직후 수익률이 2%를 돌파하며 하락세를 이어가고 있다. 채권 수익률과 가격은 반대로 움직인다.

정책위원회 위원들은 목요일에 시작된 이틀간의 회의에서 만장일치로 단기 정책 금리를 0.5%에서 0.75%로 인상하기로 결정했다. 이 결정은 경제학자 및 분석가들 사이에서 널리 예상되었었다.",https://www.japantimes.co.jp/business/2025/12/19/economy/boj-meeting-dec-2025/,재팬 타임즈,True,Economy
