수집날짜,뉴스 보도 날짜,수집국가,제목,내용,링크,언론사
2025-12-19 17:33:57,2025-12-19T08:00:00+09:00,ja,被災した輪島塗、芸大生が「命」吹き込む　東京で展示会,"[PR]

能登半島地震の倒壊家屋から取り出された「輪島塗」を東京芸大生が〝作品〟として再生した「つづくかたち展」が、東京・台東区の芸大アートプラザで開かれている。21日まで。修復できない膳や器に手を加えることで新たな魅力を発信し、現地の文化と伝統を未来へつなぎたいという。

会場で目をひくのが、赤い6面立体パズル。いくつかの壊れた膳を切って合体させたオブジェだが、よく見ると、それぞれのマスの色みが微妙に違う。輪島塗は、手がけた職人や製造された時期で個性が異なるからだ。

他にも欠けた器類を鉛やランプなどで装飾して仕上げた作品など計6点が並ぶ。

この展示会は、東京芸大美術研究科デザイン専攻の箭内（やない）道彦研究室に所属する院生や学生が手がけた。素材を提供したのは石川県能登町で民宿を営むベンジャミン・フラットさん（60）、船下智香子さん（55）夫妻。16日に来場した時には「思いも寄らない作品に生まれ変わり、非常に面白い」と喜んでいた。

「保管場所がない」 廃棄される状況に……

夫妻も被災したが、地元の人たちが先祖代々大切にしてきた輪島塗が「保管場所がない」と廃棄される状況に心を痛め、預かって洗浄して別の人に託す活動を始めた。これまで扱ったのは3千セット以上で、傷があっても修復可能なら現代風にアレンジすることも含めて職人へ橋渡しもする。ただ修復不可能なものに困っていたところ、能登復興に熱心な歌手の石川さゆりさんを通じて箭内研究室とつながった。

輪島塗は100工程以上を経て完成する高級漆器。堅牢で美しく、能登半島では冠婚葬祭に用いられ、各家庭で大切に保管されてきた。フラットさん夫妻の宿では能登の発酵技術を採り入れたイタリア料理を提供。船下さんは「食文化の中心は輪島塗。作品をきっかけに、復興の進捗（しんちょく）や人々の力強い歩みに関心を寄せ、ぜひ足を運んでほしい」と語る。

展示会は午前10時～午後6時。夫妻が震災後に設立した一般社団法人「能登地震地域復興サポート（のとサポ）」は、輪島塗のセットを能登半島在住者には無償で、それ以外の人には1セット2万円で譲っている。詳しくはウェブサイト（https://notosupport.sakura.ne.jp/ ）で。",http://www.asahi.com/articles/ASTDL3G2TTDLUCVL010M.html?ref=rss,아사히 신문
2025-12-19 17:33:59,2025-12-19T07:00:00+09:00,ja,25年のファッション界は「人事異動」の年 日本勢も存在感示す,"2025年のファッション界は、大手メゾンでデザイナー交代が相次いだ「人事異動」の年だった。一方、日本勢は若手デザイナーが世界的に飛躍し、ベテランも存在感を見せつけた年になった。

「中産階級の意地と誇り」世界的登竜門制した服飾デザイナーの原動力

超富裕層を囲い込め　百貨店・ブランドの戦略 高額化の行き着く先は

「ぶっ壊して、めちゃめちゃ」なドレス 川久保玲の不安と葛藤の塊が

ミナ　ペルホネンが継ぐ大切な価値観　「100年つづくブランドに」

「着てみたい」に一念発起　トモ・コイズミ初のウェディングドレス

戦隊シリーズを放送終了にした理由　東映役員が明かす背景と次の挑戦

タワマンが被災したら？備えは？　首都直下地震では被害想定に入らず

高速入り口に「右へ進め！」巨大看板　逆走事故の現場、対策が完了

電源の切れた「命綱」、ドアノブが外れ　夫婦死亡の高級サウナで何が

彼女の両親にあいさつ3日後、ヒグマに襲われ死亡　男性の両親明かす

「つり目」騒動の背景は　フィンランド識者が語る「偽りの好印象」

「つり目」騒動の背景は　フィンランド識者が語る「偽りの好印象」

フィンランド首相、日本語で謝罪　「つり目」騒動で「心からおわび」

「黒マツダ」「あえて売らない」　減りゆく新車販売、再起かける業界

フィンランド、ミスや国会議員つり目投稿　くり返されるアジア人差別

官邸幹部「日本は核兵器保有すべき」　政権内の議論は「ない」と説明330

引き揚げ時の性暴力を告発　映画「黒川の女たち」監督に女性文化賞198

「気候変動は人権の問題」450人が国を訴える　「対策義務に違反」121

官邸幹部「日本は核兵器保有すべき」　政権内の議論は「ない」と説明215

電源の切れた「命綱」、ドアノブが外れ　夫婦死亡の高級サウナで何が37
",http://www.asahi.com/articles/ASTDJ235TTDJUCVL028M.html?ref=rss,아사히 신문
2025-12-19 17:34:00,2025-12-19T11:01:55+09:00,ja,国際卓越研究大に東京科学大と京大　「本命視」の東大、なぜ継続審査,"[PR]

文部科学省は19日、世界トップ級の研究力をめざす「国際卓越研究大学」の第2期公募の結果、新たに東京科学大を選ぶと発表した。東北大に続く認定で、京都大も候補に内定した。一方で、東京大は継続審査が必要として保留とした。

応募の8大学中、大阪大など5校は落選した。東京工業大と東京医科歯科大が昨年統合して出来た東京科学大は、2校目の卓越大になる。2026年度以降、政府の10兆円規模の大学ファンドから最長25年間の支援を受ける。初年度は百数十億円程度となる見通し。

今年度から支援が始まった卓越大制度は、年額数百億円規模の大学支援で国際競争力を強化し、停滞が続く研究力を底上げする狙いで作られた。

23年の第1回選定では東北大のみが候補となり、東大や京大が選ばれず驚きが広がった。

今回の2期は昨年12月に公募を始め、いずれも初回に手を挙げた8校が応募。国立大の元学長らで構成する文科省の有識者会議（アドバイザリーボード）が今年6月から審査し①国際的に卓越した成果を出せる研究力②実効性の高い事業・財務戦略③自律と責任あるガバナンス（統治）体制、を重視し選考した。

今回選ばれた科学大は昨年10月の統合後の、学問領域を横断した研究体制への刷新や、大学病院を拠点にした医工連携強化の計画などが高く評価された。内定となった京大は、大学院など研究組織を大幅再編する計画が高評価を受けたが、全学的なビジョン策定の必要があるとして、計画修正を経て1年以内に正式認定される見通し。

東大は工学系の新学部設置構想などが「世界最高水準の実現が期待できる」と評価された。一方で医学部の准教授が収賄容疑で立件されるなどの不祥事が続き、大学トップを含む責任体制の構築が必須とした。最長1年間審査は続くが、更なる不祥事があれば打ち切りもある、と通告された。

落選の阪大、早稲田大、九州大、筑波大、名古屋大については「研究力強化とイノベーション創出を牽引（けんいん）する『研究大学群』の一翼として期待できる」として、文科省は卓越大制度に続く、新規の大学支援制度を早急に検討するという。

卓越大制度とは別に、北海道大や慶応大など25大学には、5年間で最大55億円を支援する「地域中核・特色ある研究大学強化促進事業（通称J―PEAKS）」が既に始まっている。卓越大をめざし連続で落選した有力大が、結果として支援の対象から漏れる恐れがあり、研究現場から懸念が出ていた。

卓越大については、最大で数校を認定する方針。東大などの審査終了後に、第3期公募を実施するかを判断するとしている。

■東京大は継続審査、なぜ2回…",http://www.asahi.com/articles/ASTDL3HC6TDLUTIL02SM.html?ref=rss,아사히 신문
2025-12-19 17:34:01,2025-12-19T04:01:00+09:00,ja,東日本大震災の地震断層、凹凸でも大きなずれ　メカニズム解明に一歩,"[PR]

東日本大震災の震源になった断層は、断層面がずれにくい凹凸構造にもかかわらず、巨大地震を引き起こしたことが海底下の掘削調査で明らかになった。凹凸があっても大きなずれを生じさせる地質的条件も判明し、巨大な地震や津波を起こしたメカニズムが解明されつつある。

海洋研究開発機構（JAMSTEC）などの国際研究チームが発表した。19日付の科学誌サイエンス（https://doi.org/10.1126/science.ady0234 ）に掲載された。

東日本大震災の地震断層は、東北沖の日本海溝で陸側のプレートの下に海側のプレートが沈み込むプレートの境界面にできた。断層の長さは南北500キロにも及び、最大で50メートルずれた。地震の規模は観測史上4番目の大きさのマグニチュード（M）9.0を記録した。

研究チームは探査船「ちきゅう」を使い、2024年9月から海底の掘削調査を開始。宮城県沖約200キロの複数地点で、断層の岩石を採取した。

JAMSTEC高知コア研究…",http://www.asahi.com/articles/ASTDL30ZWTDLUTFL00KM.html?ref=rss,아사히 신문
2025-12-19 17:34:03,2025-12-19T04:00:00+09:00,ja,サイエンス誌、「今年のブレークスルー」に再エネ　石炭上回る発電量,"[PR]

米科学誌サイエンスは18日、最も重要な進展があった研究や技術に贈る「今年のブレークスルー」に再生可能エネルギーを選んだと発表した。コスト低下を背景に導入が拡大し、2025年上半期の世界の再エネ発電量が石炭を超えたことなどをあげ、「驚異的な成長」をしていると評価した。

英シンクタンク「エンバー」によると、世界の今年1～6月の再エネ発電量は5兆720億キロワット時で、石炭（4兆8960億キロワット時）を初めて上回った。同時期の世界の電力需要の増加量は、太陽光と風力の増加分だけでカバーできるという。

サイエンス誌は「中国の強力な産業が原動力となっている」と解説。中国が太陽光や風力の主要部品で世界の圧倒的なシェアを獲得し、価格が下がったため、「風力と太陽光は世界の多くの地域で最も安価なエネルギーになった」とした。

また、中国の太陽光と風力を…",http://www.asahi.com/articles/ASTDJ454BTDJUTFL027M.html?ref=rss,아사히 신문
2025-12-19 17:34:04,2025-12-18T17:47:19+09:00,ja,元参院議員の片山虎之助さん死去、90歳　初代総務大臣など務める,"総務相や日本維新の会共同代表を務めた元参院議員の片山虎之助（かたやま・とらのすけ）さんが18日、老衰のため都内の病院で死去した。90歳だった。

旧自治省出身。消防庁次長を最後に退職し、1989年の参院選で岡山選挙区から自民党公認で初当選した。当選5回。省庁再編で郵政省、自治省、総務庁が統合して発足した総務省の初代大臣や、自民党参院幹事長などを務めた。

2010年に自民党を離党し、平沼赳夫氏らが結党した「たちあがれ日本」や「太陽の党」を経て、12年に日本維新の会に合流。15年から共同代表を務めた。21年11月に倒れて療養を続け、改選を迎える22年7月の参院選には立候補せず、任期満了で退いた。",http://www.asahi.com/articles/ASTDL2TBPTDLUTFK035M.html?ref=rss,아사히 신문
2025-12-19 17:34:05,"Fri, 19 Dec 2025 16:50:00 +0900",en-US,Institute of Science Tokyo to be second recipient of aid from ¥10 trillion fund,"The Institute of Science Tokyo is expected to be the second university eligible to receive aid from a Japanese government-financed ¥10 trillion fund to support universities, according to a report by a government panel released Friday.

In the report, the expert panel set up by the education ministry recommended the Institute of Science Tokyo and Kyoto University as candidates for recognition as a University for International Research Excellence, to which such aid is granted.

The education minister is expected to certify the Institute of Science Tokyo as a University for International Research Excellence by the end of fiscal 2025, which runs through next March, and the institute is likely to be followed by Kyoto University. At present, Tohoku University is the only such institution with the status.",https://www.japantimes.co.jp/news/2025/12/19/japan/society/science-tokyo-international-excellence-university/,재팬 타임즈
2025-12-19 17:34:06,"Fri, 19 Dec 2025 16:45:00 +0900",en-US,"Tradition, remixed: A year on Japan’s stages","Genres collided and traditions were updated across Japan’s performing arts scene in 2025.

Japan’s stages refused to stay in their lanes. Kabuki flirted with anime fandom, noh danced with techno beats, opera spoke three languages at once and underground theater spilled into new festivals across the country.

From heritage-heavy art forms courting first-time audiences to experimental troupes testing the edges of accessibility and inclusion, the year’s performing arts scene was defined less by preservation than by motion — outward, collaborative and increasingly global.",https://www.japantimes.co.jp/culture/2025/12/19/stage/japan-theater-2025/,재팬 타임즈
2025-12-19 17:34:07,"Fri, 19 Dec 2025 15:30:00 +0900",en-US,It’s time for Japan to ban smartphones in schools,"In October, Toyoake City in Aichi Prefecture introduced a guideline for children to limit use of their smartphones to two hours a day. This is entirely voluntary, with zero enforcement mechanisms and no penalties for noncompliance.

Compare this to Hungary, which implemented mandatory smartphone-free schools nationwide in September 2024. In France, students under 15 could not use smartphones in schools in 2018. South Korea passed legislation in August requiring students to surrender smartphones to teachers during the entire school day.

According to UNESCO's Global Education Monitoring team, 79 education systems across the globe — representing 40% worldwide — now restrict smartphone use in schools, up from 60 just one year ago. In contrast to the rest of the world passing laws about smartphone usage in schools, Japan has only formed working groups and conducted surveys.

Japan is not entirely inactive. The Children and Families Agency launched a working group in November 2024 about the matter; six months later the government enacted the Information Distribution Platform Act, which amends the Provider Liability Limitation Act to regulate large-scale online platforms (e.g., social media) for illegal and harmful content like defamation, privacy violations or child exploitation. These are important steps. But they are studies of the problem, not solutions to it.

Last December, educators and mental-health professionals from across Europe gathered in Budapest to examine the implications of smartphone-free learning environments. The conference proceedings, published last month in Youth and Generation Studies, where I serve as journal administrator, documented evidence that should alarm any society concerned about its future: Excessive smartphone use correlates with increased mental health disorders among adolescents, including anxiety and depression. Schools that implement smartphone-free policies see measurable improvements in academic performance and student well-being within a single semester.

The research reveals the scale of the crisis. Approximately 25% of individuals under age 18 suffer from mental disorders, with what clinicians are calling “digital autism” emerging as a particular concern. This condition, linked to excessive screen exposure, impairs cognitive development, increases anxiety and depression and alters personality traits.

Clinical psychologist Melinda Hal, presenting at the conference, stressed that unlike alcohol and tobacco, which feature warning labels, smartphones lack explicit cautionary statements despite their potential for neural damage. The mechanism is well-established.

Excessive screen time creates addiction comparable to substance abuse, but it is more nefarious in that it impacts people in unseen ways, unlike tobacco or alcohol. When children spend 40 to 50 hours weekly on screens, this displaces developmentally critical experiences, including unstructured play, face-to-face social interaction, physical movement and deep reading.

Finland’s experience is instructive. Once a global leader in classroom technology, Finland has begun reversing course. The town of Riihimaki discontinued its digital-first policy this fall after finding that students couldn’t concentrate and test scores declined. Schools there returned to pen and paper. Finland also implemented a nationwide law in 2024 banning personal smartphones during lessons, joining the global movement away from classroom devices.

While Japan has not nationally regulated children’s smartphone use yet, smartphone-related dangers extend beyond screens themselves in Japan. The rise of yami baito (dark part-time jobs), criminal recruitment targeting youth through social media has become a national crisis. According to Japan’s National Police Agency, 991 out of 2,373 people arrested for fraud-related crimes in 2023 were recruited through social media, representing 41.8% of all such arrests. The Budapest conference documented similar patterns across Europe, including digital threats including cyberbullying, phishing and child sexual exploitation, with victimization beginning as early as age 10 to 11.

It’s a comprehensive picture of a generation in crisis. Yet these findings scattered across ministry reports and academic studies rarely coalesce into policy action. Japan has compiled the autopsy report but refuses to acknowledge the patient is dying.

The Netherlands, Greece, Russia, Brazil and Finland all passed national smartphone restrictions in schools during 2024-2025. Australia announced in September 2024 that it would restrict social media access for children under 16 starting in late 2025. Even South Korea, often cited as one of the most digitally connected societies on Earth, concluded that classroom smartphones do more harm than good. The August 2025 law, which takes effect in March 2026, requires students to hand over their devices to teachers at the start of each school day.

Against this backdrop, Japan’s approach appears increasingly isolated. The Children and Families Agency’s November 2024 working group represents progress in acknowledging the problem. But none of these measures actually stop children from using smartphones in schools. None create enforceable standards. None give parents the collective action support they desperately need.

The resistance reflects a deeper postwar sensitivity to state interference in personal life, a legacy of Imperial Japan in which the then government was widely seen as controlling the personal lives of its citizens. Many in Japanese academia and media remain wary of government mandates that could be seen as infringing on individual freedoms, a fear rooted in memories of wartime authoritarianism.

At the same time, Japan’s strong cultural emphasis on collective consciousness often leads to informal conformity without formal enforcement. Local ordinances like Toyoake reflect this duality, they avoid legal mandates out of fear of overreach, yet rely on social pressure to encourage compliance.

But voluntary guidelines require something Japan increasingly lacks, strong community structures to support parental enforcement. Extended families are scattered, neighborhoods lack cohesion and in many cases both parents work. Parents wanting to limit their children’s smartphone use find themselves fighting alone against peer pressure and a culture where every classmate has a device. When no child can use a smartphone during school hours, no parent needs to be the “bad guy.” The collective action problem disappears.

The world is not waiting for perfect evidence. Meanwhile, the Children and Families Agency convenes working groups. The Ministry of Internal Affairs conducts surveys. And Japanese children spend 6+ hours daily on screens while policymakers wait for a consensus that will never come.

This is not the Japan of bold postwar education reforms that built universal literacy and world-class mathematics instruction. This is a Japan so committed to consensus-building that it forms committees to study problems while 79 educational systems solve them.

When the village no longer exists to raise the child, when voluntary guidelines fail because community structures have collapsed, the nation must move beyond study to action. Not to dictate parenting, but to level the playing field so parents can actually parent.

The question is not whether Japan will eventually restrict childhood smartphone use. The question is how many working groups, surveys and studies will be conducted, and how many years of declining reading comprehension, social isolation and mental-health crises will pass before policymakers move from analysis to action.

Seventy-nine educational systems around the globe have answered that question. Japan is still “studying” it. Enough with the working groups and surveys. It’s time to do the responsible thing and join the worldwide movement to protect our children and ban smartphones in schools, not just continue the discussion about “having a discussion” about a ban.

Sadly, that’s a sclerotic trait of the decision-making process that permeates not only the smartphone question but many other challenges facing contemporary Japan.

Waka Ikeda is a Tokyo-based freelance journalist and researcher/journal manager at the Youth Research Institute in Budapest.",https://www.japantimes.co.jp/commentary/2025/12/19/japan/japan-should-ban-smartphones-in-schools/,재팬 타임즈
2025-12-19 17:34:08,"Fri, 19 Dec 2025 15:24:00 +0900",en-US,"In Japan, a shogi player opens a debate on motherhood and the 'game of generals'","Kana Fukuma has spent most of her career far from the spotlight.

Shogi, a popular Japanese strategic board game often compared to chess, rewards quiet focus rather than public confrontation, and the holder of six women’s titles built her reputation on exactly that.

But last week, seated before a wall of cameras at the Osaka Bar Association, Fukuma found herself at the center of a debate she never expected to lead — one that touched the most personal part of her life.",https://www.japantimes.co.jp/sports/2025/12/19/more-sports/shogi-women-pregnancy-rules/,재팬 타임즈
2025-12-19 17:34:09,"Fri, 19 Dec 2025 14:49:00 +0900",en-US,Seahawks edge Rams in overtime thriller to seize NFC lead,"Sam Darnold and the Seattle Seahawks pulled off an improbable comeback in overtime to beat the Los Angeles Rams 38-37 Thursday and overtake their rivals in the race for the NFC's No. 1 seed.

Darnold found Eric Saubert on a nail-biting two-point conversion attempt, after the Seahawks had rallied from a 16-point deficit in the fourth quarter, and both sides had scored touchdowns in the additional period.

The win in front of raucous fans guarantees Seattle postseason football, and means the Seahawks (12-3) would enjoy a bye and home-field advantage if they triumph in their remaining two regular-season games.",https://www.japantimes.co.jp/sports/2025/12/19/more-sports/seahawks-rams-win/,재팬 타임즈
2025-12-19 17:34:10,"Fri, 19 Dec 2025 13:43:00 +0900",en-US,"Reported crimes rise for third consecutive year, government data reveals","The number of reported crimes in Japan, mostly thefts and scams, rose for a third consecutive year in 2024.

Police recorded 737,679 reported offenses under the Penal Code last year, up 34,328 cases — or 4.9% — from 2023, according to a government white paper released on Friday. The total reached 98.5% of the level seen in 2019, before COVID-related restrictions sharply curtailed social activity, contributing to a dip in crime levels.

Theft remained the most common offense last year, accounting for 501,507 cases, up 3.7% from a year earlier. Fraud rose 24.6% to 57,324 cases, driven in part by special fraud schemes — sophisticated scams often using the phone or internet in which perpetrators impersonate family, acquaintances or officials to induce victims to surrender their money to them. These types of schemes increased by 10.5% to 21,043 cases in 2024.",https://www.japantimes.co.jp/news/2025/12/19/japan/crime-legal/japan-crime-white-paper-2025/,재팬 타임즈
2025-12-19 17:34:10,"Fri, 19 Dec 2025 13:10:00 +0900",en-US,Toyota to sell made-in-America vehicles in Japan to please Trump,"Toyota Motor is going to ship three models produced in America to Japan next year, the Japanese auto giant’s latest gesture designed to indulge U.S. President Donald Trump.

The Camry sedan, Highlander sport utility vehicle and Tundra pickup truck will go on sale in Japan from 2026, Toyota said Friday in a statement. The vehicles are produced in Kentucky, Indiana and Texas, respectively.

""Toyota will be able to meet the diverse needs of a broad range of customers, while also helping to improve Japan-U.S. trade relations,” the company said.",https://www.japantimes.co.jp/business/2025/12/19/companies/toyota-made-in-america-vehicles/,재팬 타임즈
2025-12-19 17:34:11,"Fri, 19 Dec 2025 13:09:00 +0900",en-US,Tokyo police arrest 22-year-old woman on suspicion of dismembering her baby,"Tokyo police arrested a 22-year-old woman Thursday on suspicion of dismembering and abandoning the body of her infant after remains were found inside a freezer at the office of a dispatch-style sex business in the capital’s Sumida Ward.

The Metropolitan Police Department said the suspect, Rei Obara, an employee of the business, has no fixed address. She has admitted to the allegations, investigators said.

“I thought I had to hide it, so I cut the body up,” Obara told police. “But I wanted to keep the baby close to me, so I put it in the freezer.”",https://www.japantimes.co.jp/news/2025/12/19/japan/crime-legal/baby-dismembering-arrest/,재팬 타임즈
2025-12-19 17:34:13,"Fri, 19 Dec 2025 13:01:00 +0900",en-US,Toyota Industries buyout bid dips 16% below stock holdings,"Toyota Group’s proposed ¥4.7 trillion ($30 billion) offer to privatize a forklift-maker has prompted one of the world’s most tenacious activist funds to call it a lowball offer. A closer look at the target’s shareholdings helps explain why.

The buyout target, Toyota Industries, owns shares valued at ¥5.6 trillion, just shy of the company’s own market value, according to data compiled by Bloomberg. That makes the June buyout offer nearly ¥1 trillion, or 16%, below the value of those shareholdings.

Toyota Industries was founded nearly a century ago as a loom-maker by the great-grandfather of Toyota Motor’s current chairman, who heads the real estate firm leading the buyout. Besides the historical significance of Toyota Industries, the bulk of its holdings are those of other group firms, making Toyota Industries a strategic company.",https://www.japantimes.co.jp/business/2025/12/19/companies/toyota-industries-lowball-offer/,재팬 타임즈
2025-12-19 17:34:14,"Fri, 19 Dec 2025 12:32:00 +0900",en-US,"Japan should have nuclear weapons, official reportedly says","A senior government official who advises Prime Minister Sanae Takaichi on security has expressed a personal opinion that Japan should have nuclear weapons, according to local media reports.

The official added that there was no discussion within the government on that possibility and acknowledged that it would be realistically difficult to achieve, the reports said. Media outlets including Kyodo News, public broadcaster NHK and the Asahi Shimbun reported the remark as a comment made by an unnamed government official to reporters on Thursday.

The comments come at a sensitive time for Japan amid a tense security environment in East Asia. Tokyo and Beijing are currently locked in a simmering dispute over comments Takaichi made about Taiwan and the theoretical possibility of Japan aiding other countries in a contingency.",https://www.japantimes.co.jp/news/2025/12/19/japan/politics/japan-nuclear-weapons-official/,재팬 타임즈
2025-12-19 17:34:15,"Fri, 19 Dec 2025 12:31:00 +0900",en-US,NFL's Dallas Cowboys top Forbes' most valuable teams list,"The Dallas Cowboys retained their status as the world's most valuable sports team, according to the list published by Forbes on Thursday that was dominated by NFL teams.

The NFL's Cowboys, who unseated Spanish soccer club Real Madrid for top spot on the list in 2016, were valued at $13 billion, a 29% jump compared to last year, Forbes said.

The NBA's Golden State Warriors ($11 billion), NFL's Los Angeles Rams ($10.5 billion) and New York Giants ($10.1 billion), and NBA's Los Angeles Lakers ($10 billion) rounded out the top five.

Forbes said 30 of the NFL's 32 teams were on its top-50 list, which also included 12 NBA teams and two each from MLB, Formula One, LaLiga and the Premier League.

The four soccer clubs on the ranking — Real Madrid, Manchester United, Barcelona and Liverpool — were down from seven in each of the past two years as England’s Manchester City, Germany’s Bayern Munich and France’s Paris St Germain dropped off the list.

The New York Yankees ($8.2 billion) led the way for MLB teams and were in a share of 10th on the list, while Real Madrid ($6.75 billion) were the most valuable soccer club and ranked 20th.

Ferrari ($6.5 billion) were the top Formula One team on the list and in a share of 26th place.

According to Forbes, the 50 top teams are worth more than $353 billion, or an average of $7.1 billion each, which is up 22% from 2024 and more than double the mark from four years ago.",https://www.japantimes.co.jp/sports/2025/12/19/more-sports/dallas-cowboys-top-forbes-list/,재팬 타임즈
2025-12-19 17:34:16,"Fri, 19 Dec 2025 12:26:00 +0900",en-US,BOJ takes rates to a 30-year high; 10-year Japanese government bond breaks 2%,"The Bank of Japan raised rates on Friday, taking Japan’s borrowing costs to a 30-year high as inflation remains elevated, the yen trades weak against the dollar and real wages continue to fall.

Japan’s 10-year government bond, which has been declining rapidly for months, continues its retreat, with its yield breaking 2% shortly after the BOJ announcement. Bond yields and prices move inversely.

Central bank policy board members unanimously voted to increase the short-term policy rate to 0.75% from 0.5% at a two-day meeting that started Thursday. The decision was widely expected by economists and analysts.",https://www.japantimes.co.jp/business/2025/12/19/economy/boj-meeting-dec-2025/,재팬 타임즈
2025-12-19 17:34:16,"Fri, 19 Dec 2025 12:20:00 +0900",en-US,Whitecaps re-sign goalkeeper Yohei Takaoka through 2027,"The Vancouver Whitecaps re-signed goalkeeper Yohei Takaoka through June 2027 on Thursday.

Takaoka, 29, was an MLS All-Star and Goalkeeper of the Year finalist in 2025 with a league-high 13 clean sheets.

He has recorded 35 shutouts in 129 starts across all competitions since arriving from Japan's Yokohama F. Marinos in 2023.

""Since joining us in 2023, Yohei has become a key figure within our club, consistently demonstrating why he is regarded as one of the league's top players in his position,"" sporting director Axel Schuster said. ""Beyond his performances on the pitch, he is a consummate professional with outstanding character, and we are thrilled to welcome him back.""

Takaoka has helped Vancouver win three consecutive Canadian Championships. In 2025, the Whitecaps reached the MLS Cup final and Concacaf Champions Cup final.

""I've felt the love and support throughout the club since day one, and I can't wait to go again,"" Takaoka said. ""I'm looking forward to seeing everyone back at BC Place. Our best season is yet to come, and let's go win every trophy next year.""

Late Wednesday, the Whitecaps announced the signing of homegrown defender Mihail Gherasimencov through the 2027-28 season with an option for 2028-29.

The 20-year-old Moldova international had two goals and four assists in 30 matches in 2025 on loan with Cavalry FC in the Canadian Premier League.",https://www.japantimes.co.jp/sports/2025/12/19/soccer/whitecaps-yohei-takaoka-2027/,재팬 타임즈
2025-12-19 17:34:17,"Fri, 19 Dec 2025 11:48:00 +0900",en-US,LDP clinches agreement with DPP on income tax threshold,"In an unexpected move, the ruling Liberal Democratic Party sealed a deal with opposition Democratic Party for the People (DPP) to up the income tax threshold to ¥1.78 million ($11,400) Thursday, securing the party’s support in upcoming deliberations over the budget for fiscal 2026.

The agreement marks the conclusion of a year-long saga going back to the DPP’s victory in the last October Lower House election, where the party had quadrupled its seats by championing the measure. It also shows significant prospects of deeper cooperation between the government and the DPP.

“Mission accomplished,” a beaming Yuichiro Tamaki, the DPP leader, said in a news conference Thursday evening after meeting with Prime Minister Sanae Takaichi, who signed the deal in the capacity of LDP chief.",https://www.japantimes.co.jp/news/2025/12/19/japan/politics/tax-agreement-ldp-dpp/,재팬 타임즈
2025-12-19 17:34:18,"Fri, 19 Dec 2025 11:33:00 +0900",en-US,Former internal affairs minister Katayama dies at 90,"Former internal affairs minister Toranosuke Katayama, who served as co-chief of the Japan Innovation Party (JIP), died of old age at a hospital in Tokyo on Thursday. He was 90.

Katayama, a native of Okayama Prefecture, was first elected to the House of Councilors, the upper chamber of the Diet, or parliament, in 1989, when he ran in the Okayama constituency as a candidate of the Liberal Democratic Party.

He served as internal affairs minister and secretary-general of the LDP in the Upper House before losing his seat in the 2007 Upper House election.

Katayama left the LDP in 2010 and successfully ran as a candidate from the now-defunct Sunrise Party of Japan in that year's Upper House race. He later joined the predecessor of the JIP, also known as Nippon Ishin no Kai.

As the oldest member of the upper chamber, he was known for voicing his opinions during parliamentary questioning.

He retired from politics after deciding not to run in the 2022 election, serving a total of five terms in the Upper House. He was awarded the Grand Cordon of the Order of the Rising Sun from the government in 2023.

JIP Upper House lawmaker Daisuke Katayama is his second son.",https://www.japantimes.co.jp/news/2025/12/19/japan/politics/toranosuke-katayama-obituary/,재팬 타임즈
2025-12-19 17:34:19,"Fri, 19 Dec 2025 11:30:00 +0900",en-US,One million Japanese estimated to travel abroad during year-end holidays,"The number of people leaving Japan for overseas travel during the year-end holidays is projected to reach 1 million, up 31.5% from a year earlier, according to a survey by JTB.

The figure is expected to recover to some 90% of prepandemic levels.

With Dec. 27-28 falling on a weekend, in addition to the traditional first three days of the new year, travelers are expected to take advantage of the longer break, boosting demand for long-haul destinations such as Hawaii and Europe, JTB said.

The survey covered the holiday period from Saturday through Jan. 5.

The total number of travelers, including those taking domestic trips, is forecast at 39.87 million, up 2.5%.

Among respondents, the share of those choosing nearby overseas destinations, such as South Korea and Taiwan, declined from a year earlier. Trips lasting four to six nights increased.

Average spending per person is estimated at ¥275,000, the highest level since 2000.

Despite the yen’s continued weakness, “many consumers have grown accustomed to (the situation), and there remains a certain segment of consumers willing to travel overseas,” a JTB official said.

JTB’s popular products feature hop-on, hop-off bus tours across Europe and resort hotels in Hawaii. Bookings for trips to Egypt have also increased following the full opening of the Grand Egyptian Museum, the company said.

Domestically, short family trips reachable by car are on the rise, with one-night, two-day itineraries accounting for about 40% of trips.

The survey was conducted for three days through Nov. 13, covering 2,060 respondents who said they would or probably would travel during the year-end and new year holidays.",https://www.japantimes.co.jp/news/2025/12/19/japan/new-year-travel-abroad-estimate/,재팬 타임즈
